episode_id,turn_count,total_assumptions,accommodated,dark_matter,conversion_rate,mean_lag,num_lags
BGBS_027__Justin_Moss___The_Pineapple_Agency___Bringing_People_Together_and_Making_Them_Smile,70,188,130,58,69.15,0.0,0
BIG_ACRONYM__BACKSTAND__-_Stephen__Part_1,34,39,33,6,84.62,0.0,0
BJ_Cunningham__the_power_of_truth,69,128,88,40,68.75,0.0,0
BLACK_LIVES_MATTER_PLAZA__GEORGE_SOROS__AND_SLEEPING_SHEPHERDS,25,40,28,12,70.0,0.0,0
BLACK_LIVES_MATTER_PLAZA__GEORGE_SOROS__AND_SLEEPING_SHEPHERDS_2,25,72,59,13,81.94,0.0,0
BLUEPRINT__COVID___ME_2,2,1,1,0,100.0,0.0,0
BO77__Expected_Returns___Unexpected_Drawdowns,3,7,7,0,100.0,0.0,0
BO87__Incorporating_Correlations_Into_Your_Strategy,3,1,1,0,100.0,0.0,0
BOF_13__Being_A_Great_Father_With_Sherman_Merricks,31,74,59,15,79.73,0.0,0
BONUS_-_Doxology,2,1,1,0,100.0,0.0,0
BONUS_EPISODE_Fathers_Day_with_Gary_Wilson,88,79,48,31,60.76,0.0,0
BONUS_Episode__84__Diego_Fanara_on_the_Evolution_of_College_Admissions,21,57,54,3,94.74,0.0,0
BONUS_Luke_Overview_with_U-Wen_Low,19,27,24,3,88.89,0.0,0
BONUS_Philemon_Overview_with_U-Wen_Low,13,25,25,0,100.0,0.0,0
BONUS__Interview_with_Jack_Jenkins__Author_of__American_Prophets,53,191,166,25,86.91,0.0,0
BONUS__Mastermind_Q_A_apply_Productivity_Expert_Insights_to_Your_Life,73,89,59,30,66.29,0.0,0
BONUS__Pastoring_During_a_Pandemic__An_Interview_with_David_Platt,15,69,65,4,94.2,0.0,0
BONUS__The_Fedora_Chronicles_Mother_s_Day_Special,10,4,4,0,100.0,0.0,0
BONUS__The_Fedora_Chronicles_Mother_s_Day_Special_2,10,3,1,2,33.33,0.0,0
BONUS__What_s_coming_up_in_day_two_of_IT_Pro_Live,28,24,17,7,70.83,0.0,0
BRX_Pro_Tip__Reactivate_a_Ask_for_Help,3,2,2,0,100.0,0.0,0
BRX_Pro_Tip__Selling_a_Use_the_Story_Structure,2,1,1,0,100.0,0.0,0
BRX_Pro_Tip__Using_Events_to_Grow_Your_Business,3,1,1,0,100.0,0.0,0
BRX_Pro_Tip__Ways_to_Capitalize_on_LinkedIn,3,6,6,0,100.0,0.0,0
BTG_007__The_Creative_Process_-_Composing_vs_Arranging,87,232,159,73,68.53,0.0,0
BTG_007__The_Creative_Process_-_Composing_vs_Arranging_2,87,229,164,65,71.62,0.0,0
BTM_PODCAST_S01E01__TRUMP__OPERATION_WARP_SPEED__OBAMAGATE__BILL_GATES___WHO,4,1,0,1,0.0,0.0,0
BTS_11__Mikel___Toni_-_Everything_s_opening_back_up...now_what,66,116,107,9,92.24,0.0,0
BTS_16__We_are_better_together,27,35,23,12,65.71,0.0,0
BT_scraps_their_dividend_while_Halfords_and_Ocado_adapt_to_the_new_economy,36,32,20,12,62.5,0.0,0
BURRIDGE_CC_SUPPORT_DISADVANTAGED_IN_CAPE_TOWN,13,18,15,3,83.33,0.0,0
BUSINESS_COACHING__Talking_about_business_coaching_with_Amanda_O_Rourke,27,46,32,14,69.57,0.0,0
BVOV_-_Jul0120_-_What_Jesus_Did_at_the_Covenant_Meal,36,30,21,9,70.0,0.0,0
BVOV_-_Jul0920_-_The_Everlasting_Covenant,60,62,44,18,70.97,0.0,0
BVOV_-_Jun0820_-_Thriving_in_Famine,187,126,84,42,66.67,0.0,0
BVOV_-_Jun1620_-_The_Love_Covenant_Is_a_Healing_Covenant,16,6,6,0,100.0,0.0,0
BVOV_-_Jun3020_-_Jesus_Introduces_the_New_Covenant,36,95,83,12,87.37,0.0,0
BVOV_-_May1820_-_Fear_Doesnt_Belong_to_You,66,48,35,13,72.92,0.0,0
BVOV_-_May1820_-_Fear_Doesnt_Belong_to_You_2,66,56,40,16,71.43,0.0,0
BVOV_-_May1920_-_Faith_in_Gods_Love_Drives_Out_Fear,13,8,6,2,75.0,0.0,0
B_P__24_Brent_Hoberman__How_to_grow_your_Startup_now___where_to_get_the_Money_from,60,125,74,51,59.2,0.0,0
B_WM__Feat._Kiara_Holiday,59,132,114,18,86.36,0.0,0
Baby_girl,18,18,11,7,61.11,0.0,0
Back_Behind_the_Chair_During_COVID-19,3,1,1,0,100.0,0.0,0
Back_To_Basics_Ep._39,18,35,31,4,88.57,0.0,0
Back_To_The_Beginning,46,94,88,6,93.62,0.0,0
Back_To_The_Future_Pt2_-_Ps_Darren_Bonnell_-_PM,3,2,2,0,100.0,0.0,0
Back_To_The_Future_Pt3_-_Ps_Darren_Bonnell_-_PM,3,1,1,0,100.0,0.0,0
Back_To_Your_Future_Interview__15_-_Gary_J_Allman,36,94,69,25,73.4,0.0,0
Back_Where_We_Started,2,1,1,0,100.0,0.0,0
Back_on_Track_2,3,1,1,0,100.0,0.0,0
Back_to_School__Grocery_Prices_Rise___Facebook_Avatars___Mental_Health_w__Kati_Morton_-_Thursday__May_14th__2020,12,4,2,2,50.0,0.0,0
Back_to_work_2,145,143,74,69,51.75,0.0,0
Bad_Advice_and_Growth_Spurts,40,32,24,8,75.0,0.0,0
Bad_Practices_and_How_To_Avoid_Them_-_197,27,44,37,7,84.09,0.0,0
Bad_Practices_and_How_To_Avoid_Them_-_197_2,27,46,37,9,80.43,0.0,0
Bad_Widow_ft._Alison_Pena,61,119,95,24,79.83,0.0,0
Balance__Growth_and_Showing_Up,85,130,98,32,75.38,0.0,0
Balancing_Uncertainties_With_the_Visions_Echoing_in_Your_Heart__Where_Fear_Meets_Bold_Faith,7,12,12,0,100.0,0.0,0
Balancing_a_career_with_motherhood_-_with_Janine_Esbrand_of_Lightbox_Coaching,49,167,144,23,86.23,0.0,0
Ballaholics_5_5_20__Chris_Paul_To_The_Knicks__Giannis_2021_FA_Destinations__Are_the_Buccaneers_the_favorite,103,293,196,97,66.89,0.0,0
Barjis_Chohan__Fashion_designer__entrepreneur__promoter_of_peace,57,130,95,35,73.08,0.0,0
Barjis_Chohan__Fashion_designer__entrepreneur__promoter_of_peace_2,57,118,89,29,75.42,0.0,0
Barley_Snyder_COVID-19_Legal_Update_-_Episode_5,33,83,61,22,73.49,0.0,0
Barry_Hearn__legendary_sports_promoter_and_founder_of_Matchroom_Sport,34,73,57,16,78.08,0.0,0
Bars__I_ll_do_it_by_myself__Handsome__by_Dave_East,5,1,0,1,0.0,0.0,0
Baseball_Returns__20_Shortened_Season_Risers_and_Fallers__Ep._298_2,87,291,203,88,69.76,0.0,0
Battery_technology_to_play_an_important_part_of_broader_energy_transition,17,35,31,4,88.57,0.0,0
Battle_From_a_Place_of_Victory_Part_3,20,20,20,0,100.0,0.0,0
Battle_Ready_Part_3,2,1,0,1,0.0,0.0,0
Battling_Burnout,33,94,85,9,90.43,0.0,0
Battling_Temptations,3,1,1,0,100.0,0.0,0
Battling_Through_A_Breakdown,39,82,75,7,91.46,0.0,0
BayWatch__A_Tampa_Bay_Sports_Podcast_-_Episode_1,49,143,101,42,70.63,0.0,0
Be_CREATIVE_with_your_MONEY_-_Ep.53,19,21,16,5,76.19,0.0,0
Be_Fearless___Morning_TTM,25,19,15,4,78.95,0.0,0
Be_Free_Live_Free__Drive_Time,7,3,3,0,100.0,0.0,0
Be_Great_Be_Kind_Podcast_-__premierspineandsport,19,47,37,10,78.72,0.0,0
Be_Hungry_Bible_Study_6_3_2020,5,4,4,0,100.0,0.0,0
Be_Still_and_Do_Justice__Erin_Hawkins,3,1,1,0,100.0,0.0,0
Be_Ye_Steadfast_Dr._Lee_Roberson,11,14,14,0,100.0,0.0,0
Be_a_Trailblazer_for_Christ__-_Bishop_Alexander_-_Episode_1_-_Inspire_Your_Audience_Podcast,26,51,38,13,74.51,0.0,0
Be_a__B_...A_Budgeter_Pt._1,52,140,118,22,84.29,0.0,0
Be_a__B_...A_Budgeter_Pt._2,25,90,81,9,90.0,0.0,0
Be_connected_and_support_your_employees_Penny_Wise__President_of_3M_Canada,25,37,22,15,59.46,0.0,0
Be_filled_with_the_Holy_Spirit__Pentecost_Sunday__Acts_2,2,4,4,0,100.0,0.0,0
Be_filled_with_vitality_with_breathing_exercises__includes_a_meditation,9,7,6,1,85.71,0.0,0
Be_k,2,1,1,0,100.0,0.0,0
Be_kind__considerate_and_empatheticalife_lessons_of_inspiration,3,2,2,0,100.0,0.0,0
Beach_Bod,14,8,5,3,62.5,0.0,0
Beach_Bod_2,14,6,3,3,50.0,0.0,0
Bearing_Witness_to_Christ_in_an_Unbelieving_Age,3,2,2,0,100.0,0.0,0
Beautiful_You__The_Key_to_a_more_Youthful_Appearance,55,78,53,25,67.95,0.0,0
Beautiful_You_with_Special_Guest_Aldwin_Altuney,5,4,2,2,50.0,0.0,0
Beautiful_hustle_with_Kristina_Sabourin-we_talk_skincare_beauty_life_tips._Happy_Father_s_Day_2020,92,124,87,37,70.16,0.0,0
Beauty_Isolation__Grace_O_Neill__Fashion_Editor___After_Work_Drinks_Podcast_Co-Host,51,120,76,44,63.33,0.0,0
Beauty_Isolation__Hannah_English__SPF_Champion___Content_Creator,81,183,110,73,60.11,0.0,0
Beauty_Isolation__Kate_Lancaster__Elle___Harper_s_Bazaar_Australia_Beauty_Writer,59,150,113,37,75.33,0.0,0
Beauty_in_Brokenness_-_Audio,3,1,1,0,100.0,0.0,0
Becki_Houlston_-_Life_coach_-_Life_After_Lockdown,81,212,191,21,90.09,0.0,0
Become_Class_with_Jon_-_May_03__2020,3,3,3,0,100.0,0.0,0
Become_The_CEO_Of_You__Inc,11,11,10,1,90.91,0.0,0
Become_the_Gospel__Grace_-_Crosswalk,13,15,11,4,73.33,0.0,0
Becoming_An_Effective_Leader_With_Scott_Miller,35,78,61,17,78.21,0.0,0
Becoming_Better_Through_A_Crisis,3,3,2,1,66.67,0.0,0
Becoming_One,3,2,2,0,100.0,0.0,0
Becoming_Your_Own_Best_Sponsor,3,2,2,0,100.0,0.0,0
Becoming_a_15_Minute_Master,11,15,14,1,93.33,0.0,0
Becoming_a_Laser_Dentist,13,27,23,4,85.19,0.0,0
Becoming_a_Living_Sacrifice__Episode_1,5,7,7,0,100.0,0.0,0
Becoming_a_Professional_Speaker_is_Easier_than_You_Think_with_Grant_Baldwin,43,132,91,41,68.94,0.0,0
Becoming_the_Luckiest_Person_You_Know__Plus_a_Guided_Attractor_Field_for_Luck_and_Love_Meditation_from_Gay_Hendricks,13,20,18,2,90.0,0.0,0
Bee_Line_Pest_Services,89,85,33,52,38.82,0.0,0
Bee_Views____STRAY_KIDS_-_GOD_S_MENU_Comeback___Go_Live_album,4,5,5,0,100.0,0.0,0
Bee_Views____STRAY_KIDS_-_GOD_S_MENU_Comeback___Go_Live_album_2,4,8,7,1,87.5,0.0,0
Beef_Up_Front_Episode_16...NFC_East_Preview,51,115,53,62,46.09,0.0,0
Begin_Again...___Coronavirus_and_the_Independent_Retailer_Ep._35,3,1,1,0,100.0,0.0,0
Begin_Again,3,1,1,0,100.0,0.0,0
Begin_your_transformation_here,2,2,2,0,100.0,0.0,0
Beginnings_06_14_20,3,6,6,0,100.0,0.0,0
Behind_The_Curtain_Part_2__The_Adorn_Cosmetics_Story_w__Briony_Kennedy,29,50,46,4,92.0,0.0,0
Behind_The_Design_Welcome_to_Season_3,3,2,0,2,0.0,0.0,0
Behind_the_Buyouts__Steen_Brings_the_Farmer_s_Voice_to_VC,31,57,42,15,73.68,0.0,0
Behind_the_Mic_with_Dr._Rhoberta_Shaler__Super_Savvy_Tips_for_Long_Term_Podcast_Success,47,125,104,21,83.2,0.0,0
Behind_the_Mic_with_Emerald_GreenForest__Prospering_from_Podcasting___Success_in_Selling_a_Podcast,45,142,118,24,83.1,0.0,0
Behind_the_Music___L._Wayne_Ashley,59,153,122,31,79.74,0.0,0
Behind_the_Music___L._Wayne_Ashley_2,59,146,112,34,76.71,0.0,0
Behind_the_Scenes_of_Writing_and_Publishing_a_Book_with_Robyn_Goldberg,57,118,91,27,77.12,0.0,0
Behold_Our_God_the_Covenant,15,8,7,1,87.5,0.0,0
Being_Brave_Starts_Small_-_BRAVE__Part_1,2,2,2,0,100.0,0.0,0
Being_Intentional_With_Your_Legacy_-_with_Andrew_Naugher_of_Rikodi,29,75,62,13,82.67,0.0,0
Being_Michael_Jordan_s_teammate__more_NBA_quitters,77,213,136,77,63.85,0.0,0
Being_Peace,15,16,9,7,56.25,0.0,0
Being_Resilient_with_Leah_Swan,127,321,224,97,69.78,0.0,0
Being_Social__with_Danny_Ciaccio,36,57,40,17,70.18,0.0,0
Being_You_Everywhere_You_Be_with_Laura_Gilsdorf,59,121,99,22,81.82,0.0,0
Being_a_Straight_Sized_Intuitive_Eating_RD_with_Melissa_Landry__MEd__RDN__LDN__CHWC,41,152,144,8,94.74,0.0,0
Being_a_Tech-Savvy_Law_Office_Is_No_Longer_Optional_-_Victoria_Hudgins,25,57,54,3,94.74,0.0,0
Being_an_introvert_in_the_workplace_-_with_Alexandra_Galviz_of_Authentic_Alex,45,119,93,26,78.15,0.0,0
Being_and_Doing_2,3,1,1,0,100.0,0.0,0
Being_broke_is_a_futuristic_mindset__Daily_Word,3,1,1,0,100.0,0.0,0
Being_the_church_in_challenging_times,14,11,10,1,90.91,0.0,0
Belief_Busting_the_Corona_Virus_Part_2,43,65,57,8,87.69,0.0,0
Beliefs_Archives__Protest_and_arrest_-_Rabbi_Rachel_Timoner_on_faith__reparations__protest__and_justice,24,65,56,9,86.15,0.0,0
Believe_me_-_it_s_not_about_the_law__its_ALL_about_the_law,49,201,186,15,92.54,0.0,0
Believe_me_-_it_s_not_about_the_law__its_ALL_about_the_law_2,49,199,187,12,93.97,0.0,0
Bell_Meditation,3,1,1,0,100.0,0.0,0
Bellino_is_Creating_Holidays,9,7,5,2,71.43,0.0,0
Ben_Bajarin_and_Jeff_Richards_on_Business__Startups__and_Trends_Post_COVID-19,29,75,65,10,86.67,0.0,0
Ben_Baldanza__Airlines_and_the_New_Normal,33,96,82,14,85.42,0.0,0
Ben_Baldanza__Airlines_and_the_New_Normal_2,33,95,84,11,88.42,0.0,0
Ben_Hewitt__Smolder_BBQ,41,89,64,25,71.91,0.0,0
Ben_Leber__former_NFL_linebacker__Chargers_Vikings_2,73,155,83,72,53.55,0.0,0
Ben_Liebmann_-_COO__restaurant_noma_-_Copenhagen,29,44,29,15,65.91,0.0,0
Ben_Yefuneh-Episode_16-Straight_through_the_Yerushalmi,18,13,10,3,76.92,0.0,0
Ben_Yefuneh-Episode_19-Straight_through_the_Yerushalmi,9,8,7,1,87.5,0.0,0
Ben_Yefuneh_Episode_17-Straight_through_the_Yerushalmi,21,15,8,7,53.33,0.0,0
Ben_s_Learning_Lounge_Ep8__Coronavirus_and_the_NHS,66,136,73,63,53.68,0.0,0
Bend_to_the_Spirit_-_Audio,51,98,87,11,88.78,0.0,0
Benefit_from_Leader_Standard_Work,4,2,1,1,50.0,0.0,0
Benefit_from_the_Speed_of_Hybrid_Manufacturing,4,1,1,0,100.0,0.0,0
Benefits_of_Fasting_the_6_of_Shawwal___Sheikh_Hazem_Rajab,2,2,2,0,100.0,0.0,0
Best-selling_author_Ryan_Holiday_shares_his_thoughts_on_stillness__ego__and_defining_success,61,146,113,33,77.4,0.0,0
Best_Amazon_Product_Images_Practices,5,1,1,0,100.0,0.0,0
Best_Financing_Options_for_Businesses,5,12,9,3,75.0,0.0,0
Best_Intentions_But_Bad_Financial_Advice,21,64,62,2,96.88,0.0,0
Best_Isolation_Purchase,15,4,4,0,100.0,0.0,0
Best_Isolation_Purchase_2,15,8,7,1,87.5,0.0,0
Best_Practices_for_Working_with_Federal_Government_Contracting_Officers,11,13,13,0,100.0,0.0,0
Best_Rookie_Targets_in_Redraft_-_2020_Fantasy_Football,30,95,47,48,49.47,0.0,0
Best_Sermon_Ever__The_Sermon_on_the_Mount__pt_3,3,2,2,0,100.0,0.0,0
Best_Sermon_Ever__The_Sermon_on_the_Mount__pt_6,3,3,3,0,100.0,0.0,0
Best_Sermon_Ever__The_Sermon_on_the_Mount__pt_7,3,2,2,0,100.0,0.0,0
Best_Tips_for_Parents_during_COVID19,3,5,5,0,100.0,0.0,0
Best_Way_To_Invest_Money__Investment_Strategy_advice,3,3,3,0,100.0,0.0,0
Best__New_Creation_and_Hope,2,1,1,0,100.0,0.0,0
Best_folk_singers_of_all_time,8,3,3,0,100.0,0.0,0
Best_folk_singers_of_all_time_2,8,2,2,0,100.0,0.0,0
Beth_Campbell__Wilson_Associates,61,152,104,48,68.42,0.0,0
Bethlehem_Granada_Hills_Podcast_2020-02-09,3,1,1,0,100.0,0.0,0
Betsy_Brown_Braun___Paving_The_Pathway_For_Parents,213,254,159,95,62.6,0.0,0
Better_Than_Normal___Thrive_Series,5,3,3,0,100.0,0.0,0
Better__Not_Perfect_with_Taylor_Rambo,85,189,138,51,73.02,0.0,0
Better__The_Meaning_of_Jesus,2,1,1,0,100.0,0.0,0
Beverly_Glenn-Copeland_Keyboard_Fantasies,101,167,119,48,71.26,0.0,0
Beverly_Glenn-Copeland_Keyboard_Fantasies_2,101,169,123,46,72.78,0.0,0
Beware_The_Leaven__Part_1,3,1,1,0,100.0,0.0,0
Beware_The_Leaven__Part_3,3,1,1,0,100.0,0.0,0
Beware_creeping_compromise_of_the_Gospel,2,1,1,0,100.0,0.0,0
Beware_of_Options_Expiration_Week_-_Nick_Santiago_5_12_20__32,35,96,73,23,76.04,0.0,0
Beware_of_Spiritual_Amnesia_-_Part_2_-_19_June_2020,7,5,3,2,60.0,0.0,0
Beware_of_the_Leaven_of_the_Pharisees__Part_2,9,9,9,0,100.0,0.0,0
Beware_of_those_suggesting_to_avoid_the_scriptures___Acharya_Prashant__2018,8,8,8,0,100.0,0.0,0
Beyond_Battlecreek_Ep._5,55,114,101,13,88.6,0.0,0
Beyond_Meat_s_Chief_Growth_Officer__Chuck_Muth,53,166,130,36,78.31,0.0,0
Beyond_The_Boardroom_with_Cove_Street_Capital_s_Ben_Claremon,17,43,39,4,90.7,0.0,0
Beyond_The_Crisis,2,5,5,0,100.0,0.0,0
Beyond_the_Message_-_Figuring_Faith_Out_Part_1,53,127,100,27,78.74,0.0,0
Bhante_Bodhidhamma__60_The_Shorter_Exposition_on_Action__Kamma__MN135,7,1,1,0,100.0,0.0,0
Bible_College_2015_-_Term_2_Lesson_14__15-05-15,5,3,3,0,100.0,0.0,0
Bible_College_2015_-_Term_3_Lesson_22__31-07-15,7,4,4,0,100.0,0.0,0
Bible_College_2016_-_Term_1_Lesson_07__18-03-16,5,2,2,0,100.0,0.0,0
Bible_College_2016_-_Term_1_Lesson_10__01-04-16,9,8,8,0,100.0,0.0,0
Bible_College_2017_-_Term_2_Lesson_20__30-06-17,9,3,2,1,66.67,0.0,0
Bible_College_2017_-_Term_4_Lesson_32__27-10-17,9,13,11,2,84.62,0.0,0
Bible_Overview_-_Deuteronomy_6_1-9_-_Matt_Reisetter,3,1,1,0,100.0,0.0,0
Bible_Overview_-_Genesis_6_17-22_-_Matt_Reisetter,3,1,1,0,100.0,0.0,0
Bible_Overview_-_Genesis_9_12-17_-_Matt_Reisetter,3,1,1,0,100.0,0.0,0
Bible_Seeds__The_Paralyzed_Man,5,1,1,0,100.0,0.0,0
Bible_Study_-_God_is_Love_2,3,2,2,0,100.0,0.0,0
Bible_Study_05242020,3,1,1,0,100.0,0.0,0
Bible_Study_Wednesday__C.F.W_Walther_s_7th_Lecture,2,2,0,2,0.0,0.0,0
Biblical_Confession,3,2,2,0,100.0,0.0,0
Biblical_Grandparenting_and_Gospel_Shaped_Family___Sunday_Special_with_Dr._Josh_Mulvihill___5_17_20,19,52,49,3,94.23,0.0,0
Biblical_Grandparenting_and_Gospel_Shaped_Family___Sunday_Special_with_Dr._Josh_Mulvihill___5_17_20_2,19,63,60,3,95.24,0.0,0
Biblical_Portrait__Barnabas,2,1,1,0,100.0,0.0,0
Biblical_Study_While_Living_with_Corona_-_Lesson_13_6_7_20_Mark_Lanier,6,4,4,0,100.0,0.0,0
Biblical_Study_While_Living_with_Corona_-_Lesson_14_6_14_20_Mark_Lanier,3,1,1,0,100.0,0.0,0
Biden_Interview__Facebook_and_Remote_Employees__Robinhood_Investors__China,3,1,1,0,100.0,0.0,0
Bidstack_is_running_out_of_time_as_we_discuss_the_recent_equity_rally,24,48,31,17,64.58,0.0,0
Big_Bank_or_Small_Bank_and_PPP_Program_Update,3,4,0,4,0.0,0.0,0
Big_Banks_No_Longer_Accepting_Applications_for_a_Specific_Loan_Option,3,4,4,0,100.0,0.0,0
Big_Changes_in_Mortgage_Lending_w_Dan_Chapman,196,326,208,118,63.8,0.0,0
Big_Changes_in_Mortgage_Lending_w_Dan_Chapman_2,196,337,212,125,62.91,0.0,0
Big_Dog_or_Little_Dog____My_Wife_Hates_This,109,122,94,28,77.05,0.0,0
Big_Questions__Part_1,3,1,1,0,100.0,0.0,0
Bill_Davidow__venture_capital_pioneer_and_best-selling_author_of_The_Autonomous_Revolution,25,56,45,11,80.36,0.0,0
Bill_Withers_Our_Remembrance,74,90,66,24,73.33,0.0,0
Bill_Withers_Our_Remembrance_2,74,89,63,26,70.79,0.0,0
BioCODE_2-in-1_nano-sensor_to_determine_disease_risk_in_patients,7,8,8,0,100.0,0.0,0
Biologique_Recherche_U.S._general_manager_Laura_Gerchik_on_the_future_of_beauty_s_most_exclusive_brand,35,110,93,17,84.55,0.0,0
Biomimicry__Design_for_Sustainability_Inspired_by_Nature._Interview_with_Ricardo_Contreras_Osorio,61,161,131,30,81.37,0.0,0
Birchbox_Co-Founder_Katia_Beauchamp_On_Her_Successful_Cold_Email_To_Steve_Jobs___Episode_14,8,5,5,0,100.0,0.0,0
Birchbox_Co-Founder_Katia_Beauchamp_reflects_on_her_ambition_at_a_young_age___Episode_14,2,1,1,0,100.0,0.0,0
Birthplace_of_Common_Humanity,3,1,1,0,100.0,0.0,0
Bishop_Mariann_Budde__Our_Attention_Should_Be_on_the_Murderous_Sin_of_Racism,27,76,71,5,93.42,0.0,0
Bishop_Mary_Glasspool_-_St._Luke_s_Podcasts,36,93,69,24,74.19,0.0,0
Bishop_Olmsted_s_Homily_for_June_14__2020,3,1,1,0,100.0,0.0,0
Bitcoin_And_._._._Ep239,4,2,1,1,50.0,0.0,0
Bite_Size__Anchors,19,32,27,5,84.38,0.0,0
Bitesize_with_BUPA_UK_HEALTHCARE_SERVICES__Wayne_Close__Managing_Director,13,13,10,3,76.92,0.0,0
Bitesize_with_COMPARE_ETHICS__Abbie_Morris__CEO,19,18,12,6,66.67,0.0,0
Bitso_see_exponential_growth_of_cross_border_remittances_with_XRP,15,33,20,13,60.61,0.0,0
Biz_Tawk__Advice_to_Amp_Up_Your_Social_Media,22,48,37,11,77.08,0.0,0
Black_Athletes_with_Businesses_to_Support,2,1,1,0,100.0,0.0,0
Black_Lives_Matter_-_An_honest_and_necessary_conversation_at_The_Summit_Church,54,79,70,9,88.61,0.0,0
Black_Lives_Matter_3,4,1,1,0,100.0,0.0,0
Black_Lives_Matter_7,41,93,76,17,81.72,0.0,0
Black_Lives_Matter_8,13,10,9,1,90.0,0.0,0
Black_Lives_Matter_Movement,7,8,8,0,100.0,0.0,0
Black_Lives_Matter_Movement__Wake_Up__Fight_The_Battle,3,3,2,1,66.67,0.0,0
Black_Lives_Matter_and_Blak_Lives_Matter,2,1,1,0,100.0,0.0,0
Black_Lives_Matter_and_Business__A_Defining_Moment,20,36,30,6,83.33,0.0,0
Black_Lives_Matter_and_the_role_of_sports,51,86,59,27,68.6,0.0,0
Black_Lives_Matter_in_Monroe_County,13,14,13,1,92.86,0.0,0
Black_Lives_Matter_in_Monroe_County_2,13,16,14,2,87.5,0.0,0
Black_folks_are_too_flexible_and_adjustable_to_their_own_subjugation,3,9,9,0,100.0,0.0,0
Black_folks_are_too_flexible_and_adjustable_to_their_own_subjugation_2,3,5,5,0,100.0,0.0,0
Blackham_Resources_Wiluna_Mining__BLK__-_Gold_Centrate___Back_To_Basics,43,98,77,21,78.57,0.0,0
Bleav_In_The_Blind_Broadcaster_Sees_The_Future,65,100,61,39,61.0,0.0,0
Blending_your_online_sessions_with_Patti_Shank,49,143,119,24,83.22,0.0,0
Bless_Your_Heart_Week_2,10,10,9,1,90.0,0.0,0
Bless_Yourself,5,5,5,0,100.0,0.0,0
Bless_and_Not_Curse_Yourself,4,1,1,0,100.0,0.0,0
Blessing_from_Sin,5,3,3,0,100.0,0.0,0
Blind_adrenaline_junkie_doesnt_let_his_disability_stop_him_from_pushing_the_limits_2,56,108,58,50,53.7,0.0,0
BlissedOut_Bytes_BONUS_-_Interview_with_Robert_Drymajlo_PT_1_3,29,26,18,8,69.23,0.0,0
BlitzCast__110__Dolphins_Dominate,86,374,258,116,68.98,0.0,0
Bloated__Body_Aches__Skin_Issues__Treat_them_from_the_Inside_Out__with_Kira_Whitham,81,190,156,34,82.11,0.0,0
Blown_Away_with_Low_Toxin_Organic_Hair,20,16,13,3,81.25,0.0,0
Blue_collar_vs_white_collar_church___and_the_type_of_person_you_need_in_your_life_more_than_a_mentor,5,7,7,0,100.0,0.0,0
Bo_Dietl___06-23-2020,11,9,6,3,66.67,0.0,0
Bo_Dietl___06-23-2020_2,11,16,10,6,62.5,0.0,0
Bob_Doyle_Gets_Real_With_LoA,81,160,134,26,83.75,0.0,0
Bob_Hoover_May_31__2020_Life_of_Jesus__Fan_or_Follower,3,3,2,1,66.67,0.0,0
Bob_Krueger__Business_after_Covid,18,41,34,7,82.93,0.0,0
Bob_Stahl__All_Community_Sit,3,2,2,0,100.0,0.0,0
Body_Meditation,3,1,1,0,100.0,0.0,0
Body_Shaming..._Shaming,4,2,2,0,100.0,0.0,0
Body_Shaming..._Shaming_2,4,1,1,0,100.0,0.0,0
Bogosity_Podcast_for_28_June_2020,7,3,3,0,100.0,0.0,0
Bogosity_Podcast_for_28_June_2020_2,7,1,1,0,100.0,0.0,0
Boise_Business_Podcast_-_Episode_6,27,71,58,13,81.69,0.0,0
Boise_Business_Podcast_-_Episode_8,52,76,46,30,60.53,0.0,0
Bold__Brave__Beautiful__She_is_Beautiful_with_Mona_Ponder,37,101,94,7,93.07,0.0,0
Bold_new_leadership_supporting_the_National_Housing_Strategy__with_Julia_Deans__Habitat_for_Humanity_Canada_President___CEO,47,145,122,23,84.14,0.0,0
Bolo_Interviews_Tommy_Sotomayor_On_Everything_From_Religion__Going_To_Jail_To_Being_An_UNCLE_T0M,4,1,1,0,100.0,0.0,0
Bolo_Interviews_Tommy_Sotomayor_On_Everything_From_Religion__Going_To_Jail_To_Being_An_UNCLE_T0M_2,4,2,2,0,100.0,0.0,0
Bolo_Saturdays_Vacuum_Cleaners___Flippin_Gals_Coffee_and_Questions,43,48,33,15,68.75,0.0,0
Bolo_Saturdays___Vintage_Toys,39,67,54,13,80.6,0.0,0
Bombazo_LaLiga_Podcast_32__Real_Sociedad_s_slippery_slope__Celta_s_incredible_revival__and_why_don_t_we_care_about_the_title_race,30,83,54,29,65.06,0.0,0
Bombshell_Gossip,2,2,2,0,100.0,0.0,0
Bono_s_Birthday__Part_3__Bono_Stories,199,152,92,60,60.53,0.0,0
Bono_s_Birthday__Part_3__Bono_Stories_2,199,131,74,57,56.49,0.0,0
Bonus_Episode_-_Making_Friends,4,3,3,0,100.0,0.0,0
Bonus_Episode_-_Shootkapow_Shoots_the_Breeze_-_Hollow_Knight,6,3,3,0,100.0,0.0,0
Bonus_Episode_-_Shootkapow_Shoots_the_Breeze_-_Hollow_Knight_2,6,6,4,2,66.67,0.0,0
Bonus_Episode_2__Starter_Vinyl_Setup,5,4,4,0,100.0,0.0,0
