prompt_id,assumption_id,category,source_episode_id,source_turn_idx,source_assumption_idx,assumption_text,control_episode_id,control_turn_idx,control_claim_idx,claim_text,overlap_score,entailment_score,confidence,raw
commentary|Aeternam___Al_Qassam___2020__Review_2|20|2|92721cf0a9f81725|3,commentary|Aeternam___Al_Qassam___2020__Review_2|20|2|92721cf0a9f81725,commentary,Aeternam___Al_Qassam___2020__Review_2,20,2,The speaker believes the listener will respond meaningfully to questions about song preference.,Episode_101_will_politicians_let_COVID-19_kill_the_arts_2,6,3,The observation about increased criticism among those affected is surprising to the speaker.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
commentary|Aeternam___Al_Qassam___2020__Review_2|20|2|92721cf0a9f81725|4,commentary|Aeternam___Al_Qassam___2020__Review_2|20|2|92721cf0a9f81725,commentary,Aeternam___Al_Qassam___2020__Review_2,20,2,The speaker believes the listener will respond meaningfully to questions about song preference.,Episode_101_will_politicians_let_COVID-19_kill_the_arts_2,11,1,The speaker is about to begin discussing the topic of arts and COVID.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
commentary|Aeternam___Al_Qassam___2020__Review_2|20|2|92721cf0a9f81725|5,commentary|Aeternam___Al_Qassam___2020__Review_2|20|2|92721cf0a9f81725,commentary,Aeternam___Al_Qassam___2020__Review_2,20,2,The speaker believes the listener will respond meaningfully to questions about song preference.,Episode_101_will_politicians_let_COVID-19_kill_the_arts_2,20,1,There is doubt about whether live performances in venues like concert halls will resume.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
political|94313|77|1|3881bcbd34481025|0,political|94313|77|1|3881bcbd34481025,political,94313,77,1,The speaker expects the listener to recognize 'Nevada' as relevant within the current conversational context.,92376,2,3,The speaker was eager to speak with the listener due to concerns about perceptions of Asian American treatment.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
political|94313|77|1|3881bcbd34481025|1,political|94313|77|1|3881bcbd34481025,political,94313,77,1,The speaker expects the listener to recognize 'Nevada' as relevant within the current conversational context.,92376,6,7,The speaker wants the listener to reflect on the end of the Afghanistan conflict and future decision-making processes.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
business|Weighing_In_On_The_Stock_Market_2020|8|8|1bf48b40eceb7e05|0,business|Weighing_In_On_The_Stock_Market_2020|8|8|1bf48b40eceb7e05,business,Weighing_In_On_The_Stock_Market_2020,8,8,There is a shared understanding among listeners about what constitutes a 'sharp' drop or rise.,Episode_102-_Matt_Rosen_of_Splinterlands.io,2,5,I hope Matt will educate my listeners about the Steemit and Hive platforms.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
business|Weighing_In_On_The_Stock_Market_2020|8|8|1bf48b40eceb7e05|1,business|Weighing_In_On_The_Stock_Market_2020|8|8|1bf48b40eceb7e05,business,Weighing_In_On_The_Stock_Market_2020,8,8,There is a shared understanding among listeners about what constitutes a 'sharp' drop or rise.,Episode_102-_Matt_Rosen_of_Splinterlands.io,22,2,I am seeking clarification about what happened.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
business|353._George_Floyd|32|0|9fbdc152423338a3|0,business|353._George_Floyd|32|0|9fbdc152423338a3,business,353._George_Floyd,32,0,There exists a system capable of protection.,What_We_ve_Learned_Halfway_Through_2020,8,4,There exists at least one person (your buddy) who adapts to survive.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
business|353._George_Floyd|32|0|9fbdc152423338a3|1,business|353._George_Floyd|32|0|9fbdc152423338a3,business,353._George_Floyd,32,0,There exists a system capable of protection.,What_We_ve_Learned_Halfway_Through_2020,26,0,There exists a portfolio that the listener forgot to ask the speaker about.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
business|Uncovering_Powerful_Leadership_Capabilities_From_Within_-_Nigel_Stevens_-_Organic_Growth_Marketing|17|4|102b837c76dda4be|0,business|Uncovering_Powerful_Leadership_Capabilities_From_Within_-_Nigel_Stevens_-_Organic_Growth_Marketing|17|4|102b837c76dda4be,business,Uncovering_Powerful_Leadership_Capabilities_From_Within_-_Nigel_Stevens_-_Organic_Growth_Marketing,17,4,Non-standard business practices can build trust and credibility.,Communication_Superpowers,29,4,Losing notes can disrupt delivery and undermine credibility.,2,3,0.7,"{
  ""entailment_score"": 3,
  ""confidence"": 0.7
}"
business|Uncovering_Powerful_Leadership_Capabilities_From_Within_-_Nigel_Stevens_-_Organic_Growth_Marketing|17|4|102b837c76dda4be|1,business|Uncovering_Powerful_Leadership_Capabilities_From_Within_-_Nigel_Stevens_-_Organic_Growth_Marketing|17|4|102b837c76dda4be,business,Uncovering_Powerful_Leadership_Capabilities_From_Within_-_Nigel_Stevens_-_Organic_Growth_Marketing,17,4,Non-standard business practices can build trust and credibility.,Communication_Superpowers,47,6,Starting with topics the individual is very comfortable with can help build confidence gradually.,2,5,0.8,"{
  ""entailment_score"": 5,
  ""confidence"": 0.8
}"
business|HOW_TO_STAY_SHARP_IN_LOCKDOWN...2K20|27|1|a56ead18a4945654|0,business|HOW_TO_STAY_SHARP_IN_LOCKDOWN...2K20|27|1|a56ead18a4945654,business,HOW_TO_STAY_SHARP_IN_LOCKDOWN...2K20,27,1,The speaker believes that labeling does not affect the underlying reality of the thing being named.,Transferable_Skills__Med_Sales_to_Tech_Sales,17,0,The speaker does not have a medical degree or physician status.,3,3,0.7,"{
  ""entailment_score"": 3,
  ""confidence"": 0.7
}"
business|HOW_TO_STAY_SHARP_IN_LOCKDOWN...2K20|27|1|a56ead18a4945654|1,business|HOW_TO_STAY_SHARP_IN_LOCKDOWN...2K20|27|1|a56ead18a4945654,business,HOW_TO_STAY_SHARP_IN_LOCKDOWN...2K20,27,1,The speaker believes that labeling does not affect the underlying reality of the thing being named.,Transferable_Skills__Med_Sales_to_Tech_Sales,40,0,The speaker believes they have reached the final stage of questioning.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
religion|1_Timothy_3_1-7|19|1|115804f31165daee|0,religion|1_Timothy_3_1-7|19|1|115804f31165daee,religion,1_Timothy_3_1-7,19,1,Pastoral eligibility should consider personal life circumstances rather than rigid moral judgments.,Tithing_Is_It_For_Today,2,9,Free will offerings were distinct from tithes and were motivated by heartfelt generosity rather than legal obligation.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
business|Manic_Memoirs_with_Kasey_Woods|30|2|119506d3e633b6b9|0,business|Manic_Memoirs_with_Kasey_Woods|30|2|119506d3e633b6b9,business,Manic_Memoirs_with_Kasey_Woods,30,2,The speaker values empathy and seeks to understand the listener's emotional or situational state.,S01E06_Take_5_McCartan_Lettings_-_learning_in_lockdown_with_Hannah_McCartan,17,2,The speaker had a positive experience interacting with the listener.,2,3,0.7,"{
  ""entailment_score"": 3,
  ""confidence"": 0.7
}"
business|Getting_Creative_With_Your_Services_With_Lauren_Golden|19|6|09b0cd08a331a337|0,business|Getting_Creative_With_Your_Services_With_Lauren_Golden|19|6|09b0cd08a331a337,business,Getting_Creative_With_Your_Services_With_Lauren_Golden,19,6,Social media interactions can organically generate professional opportunities through trust and visibility.,How_Does_the_Private_Business_Manage_Its_Message,7,1,"Communication occurs both in physical (analog) and digital spaces, especially via social media.",2,5,0.8,"{
  ""entailment_score"": 5,
  ""confidence"": 0.8
}"
business|Getting_Creative_With_Your_Services_With_Lauren_Golden|19|6|09b0cd08a331a337|1,business|Getting_Creative_With_Your_Services_With_Lauren_Golden|19|6|09b0cd08a331a337,business,Getting_Creative_With_Your_Services_With_Lauren_Golden,19,6,Social media interactions can organically generate professional opportunities through trust and visibility.,How_Does_the_Private_Business_Manage_Its_Message,21,6,Ideal customer profiles can be defined through core characteristics.,2,5,0.8,"{
  ""entailment_score"": 5,
  ""confidence"": 0.8
}"
business|The_Spy_s_Son_Who_Became_Superman_s_Enemy_with_Ralph_Lister|10|2|339545afaf1ce8e0|0,business|The_Spy_s_Son_Who_Became_Superman_s_Enemy_with_Ralph_Lister|10|2|339545afaf1ce8e0,business,The_Spy_s_Son_Who_Became_Superman_s_Enemy_with_Ralph_Lister,10,2,There exists a correct or adequate answer to the question.,Ep._6__Project_Management___Investment_Planning_in_Asset_Management_with_Chris_Klos_of_the_City_of_Winnipeg,24,4,My answer to that question remains valid over time.,2,5,0.8,"{
  ""entailment_score"": 5,
  ""confidence"": 0.8
}"
political|45566|58|2|51e4a834caa69a4b|0,political|45566|58|2|51e4a834caa69a4b,political,45566,58,2,The existence of a consistent policy over time reflects credibility and integrity.,51085,38,3,The gap between stated policy ideals and real-world execution has grown increasingly absurd over time.,3,3,0.7,"{
  ""entailment_score"": 3,
  ""confidence"": 0.7
}"
business|Ticketing_and_IT_at_G2_With_Garrett_Cook|8|0|52d5c5257a332cbb|0,business|Ticketing_and_IT_at_G2_With_Garrett_Cook|8|0|52d5c5257a332cbb,business,Ticketing_and_IT_at_G2_With_Garrett_Cook,8,0,A positive emotional state in one's professional life reflects well on one's work experience.,Episode_7_-_Martin_Slowey_-_understanding_social_media_for_the_small_to_medium_size_B2B_business__the_rich_is_in_the_niche__building_the_right_relationships_and,27,5,This approach builds one’s professional network.,2,3,0.7,"{
  ""entailment_score"": 3,
  ""confidence"": 0.7
}"
business|Ticketing_and_IT_at_G2_With_Garrett_Cook|8|0|52d5c5257a332cbb|1,business|Ticketing_and_IT_at_G2_With_Garrett_Cook|8|0|52d5c5257a332cbb,business,Ticketing_and_IT_at_G2_With_Garrett_Cook,8,0,A positive emotional state in one's professional life reflects well on one's work experience.,Episode_7_-_Martin_Slowey_-_understanding_social_media_for_the_small_to_medium_size_B2B_business__the_rich_is_in_the_niche__building_the_right_relationships_and,39,4,Jeff Blunt's work on Sales EQ and emotional intelligence is part of my current focus.,2,5,0.75,"{
  ""entailment_score"": 5,
  ""confidence"": 0.75
}"
business|Episode_47__Jenkins_Software_Delivery_Automation_and_Management_with_Tracy_Miranda__Director_of_Open_Source_Community_CloudBees|6|2|a8c1ff48e4d1feeb|0,business|Episode_47__Jenkins_Software_Delivery_Automation_and_Management_with_Tracy_Miranda__Director_of_Open_Source_Community_CloudBees|6|2|a8c1ff48e4d1feeb,business,Episode_47__Jenkins_Software_Delivery_Automation_and_Management_with_Tracy_Miranda__Director_of_Open_Source_Community_CloudBees,6,2,The speaker believes that identifying top revenue-generating products and high-potential growth projects is valuable information.,Communication__How_to_Connect_with_Anyone_with_Gill_Hasson,29,2,The speaker shares information about 'leakage' as a concept.,2,1,0.85,"{
  ""entailment_score"": 1,
  ""confidence"": 0.85
}"
business|Episode_3_-_Relays__Capacitance_Filament__and_Suitcase_Prop|9|3|d68ccb86336e64a0|0,business|Episode_3_-_Relays__Capacitance_Filament__and_Suitcase_Prop|9|3|d68ccb86336e64a0,business,Episode_3_-_Relays__Capacitance_Filament__and_Suitcase_Prop,9,3,Change in usage implies intentional discontinuation rather than accidental or temporary cessation.,303_Savings__Debt___Modern_Monetary_Theory_with_Hilliard_MacBeth,3,2,A residual savings rate of 1% or 2% implies that individuals are spending more than they earn.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
business|Episode_3_-_Relays__Capacitance_Filament__and_Suitcase_Prop|9|3|d68ccb86336e64a0|1,business|Episode_3_-_Relays__Capacitance_Filament__and_Suitcase_Prop|9|3|d68ccb86336e64a0,business,Episode_3_-_Relays__Capacitance_Filament__and_Suitcase_Prop,9,3,Change in usage implies intentional discontinuation rather than accidental or temporary cessation.,303_Savings__Debt___Modern_Monetary_Theory_with_Hilliard_MacBeth,15,4,"Some of the money injected by the government was hoarded rather than spent, reducing its effectiveness.",2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
political|83835|8|0|3265f2e66dcea311|0,political|83835|8|0|3265f2e66dcea311,political,83835,8,0,Future fulfillment depends on agency and personal reinvention rather than past outcomes.,70775,43,2,Regulations are often designed for larger educational institutions rather than smaller ones.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
political|83835|8|0|3265f2e66dcea311|1,political|83835|8|0|3265f2e66dcea311,political,83835,8,0,Future fulfillment depends on agency and personal reinvention rather than past outcomes.,70775,51,2,Current outcomes are significantly better than expected.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
political|83835|8|0|3265f2e66dcea311|2,political|83835|8|0|3265f2e66dcea311,political,83835,8,0,Future fulfillment depends on agency and personal reinvention rather than past outcomes.,70775,81,3,The speaker’s strategy of making friends rather than political allies resulted in deeper and longer-lasting relationships in the legislature.,2,5,0.8,"{
  ""entailment_score"": 5,
  ""confidence"": 0.8
}"
commentary|21._A_Discussion_on_Institutionalized_Racism___A_Plan_To_Solve_It|23|0|4853fb8446e835e0|0,commentary|21._A_Discussion_on_Institutionalized_Racism___A_Plan_To_Solve_It|23|0|4853fb8446e835e0,commentary,21._A_Discussion_on_Institutionalized_Racism___A_Plan_To_Solve_It,23,0,African Americans need hope during the current situation.,How_will_India-China_relations_progress_after_the_Galwan_Valley_incident,3,0,These peace and tranquility measures have collapsed in the current situation.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
commentary|21._A_Discussion_on_Institutionalized_Racism___A_Plan_To_Solve_It|23|0|4853fb8446e835e0|1,commentary|21._A_Discussion_on_Institutionalized_Racism___A_Plan_To_Solve_It|23|0|4853fb8446e835e0,commentary,21._A_Discussion_on_Institutionalized_Racism___A_Plan_To_Solve_It,23,0,African Americans need hope during the current situation.,How_will_India-China_relations_progress_after_the_Galwan_Valley_incident,8,3,There are realistic options available to India for addressing the current situation.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
commentary|21._A_Discussion_on_Institutionalized_Racism___A_Plan_To_Solve_It|23|0|4853fb8446e835e0|2,commentary|21._A_Discussion_on_Institutionalized_Racism___A_Plan_To_Solve_It|23|0|4853fb8446e835e0,commentary,21._A_Discussion_on_Institutionalized_Racism___A_Plan_To_Solve_It,23,0,African Americans need hope during the current situation.,How_will_India-China_relations_progress_after_the_Galwan_Valley_incident,15,1,The current situation could have been avoided.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
commentary|21._A_Discussion_on_Institutionalized_Racism___A_Plan_To_Solve_It|23|0|4853fb8446e835e0|3,commentary|21._A_Discussion_on_Institutionalized_Racism___A_Plan_To_Solve_It|23|0|4853fb8446e835e0,commentary,21._A_Discussion_on_Institutionalized_Racism___A_Plan_To_Solve_It,23,0,African Americans need hope during the current situation.,How_will_India-China_relations_progress_after_the_Galwan_Valley_incident,18,1,The current situation follows a really terrible incident.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
business|004_The_Theory_Behind_Marketing_-_Buck_Wise|35|0|2a00ed291b55be1f|0,business|004_The_Theory_Behind_Marketing_-_Buck_Wise|35|0|2a00ed291b55be1f,business,004_The_Theory_Behind_Marketing_-_Buck_Wise,35,0,Personal branding is more effective than niche-specific branding for long-term visibility.,Investing_in_Property_via_Social_Media_with_Laura_Muse,4,2,This topic is more topical now than ever.,2,5,0.85,"{
  ""entailment_score"": 5,
  ""confidence"": 0.85
}"
business|004_The_Theory_Behind_Marketing_-_Buck_Wise|35|0|2a00ed291b55be1f|1,business|004_The_Theory_Behind_Marketing_-_Buck_Wise|35|0|2a00ed291b55be1f,business,004_The_Theory_Behind_Marketing_-_Buck_Wise,35,0,Personal branding is more effective than niche-specific branding for long-term visibility.,Investing_in_Property_via_Social_Media_with_Laura_Muse,23,6,My husband would estimate the time spent on exercise as significantly more than two hours.,2,1,0.85,"{
  ""entailment_score"": 1,
  ""confidence"": 0.85
}"
