assumption_id,category,source_episode_id,source_turn_idx,source_assumption_idx,source_speaker_id,assumption_text,control_episode_id,control_explicit_claim_count,matched_control_claims,selected_control_claims,scored_pairs,max_entailment_score,mean_entailment_score,entailed,best_claim_text,best_claim_turn_idx,best_claim_idx,best_overlap_score,best_confidence
political|46690|3|2|c7353a1ef3204d2d,political,46690,3,2,SPEAKER_01,The speaker expects the president to reach out to members of both parties during times of political transition.,77667,70,2,2,2,1,1.0,False,The speaker wants to hear about the individual's journey from high school through college to political work and running for office.,2,1,2,0.950000
commentary|Matt_Walsh_on_R.E.M|33|9|839620a9ff3a7f0e,commentary,Matt_Walsh_on_R.E.M,33,9,SPEAKER_02,The speaker trusts personal anecdotal memory as a valid basis for evaluating past experiences.,Zoltan_Istvan_-_Immortality_or_BUST_2,260,0,0,0,0,0.0,False,,,,,
business|Ep25_-_Katie_Jones__How_to_keep_your_team_engaged_while_working_remotely|12|0|a6407a080f0dda01,business,Ep25_-_Katie_Jones__How_to_keep_your_team_engaged_while_working_remotely,12,0,SPEAKER_01,The listener has firsthand experience with engagement metrics.,Start_before_you_re_ready_with_Georgian_Bay_Spirits,210,1,1,1,1,1.0,False,The speaker believes the listener has a good product but needs support with the business side.,36,5,2,0.800000
news|Cross-collateralisation__what_is_it_and_why_investors_should_avoid_it____Ep._70|5|1|a997b60e76373fbd,news,Cross-collateralisation__what_is_it_and_why_investors_should_avoid_it____Ep._70,5,1,SPEAKER_01,The speaker views financial decisions as inherently tied to family and career stability.,Ep_135_-_7_minute_review_of_Rocky_IV,101,0,0,0,0,0.0,False,,,,,
business|Ep._36_-_The_COVID|69|3|3138a06203af0f84,business,Ep._36_-_The_COVID,69,3,SPEAKER_00,The audience believes the speaker has some credibility despite self-deprecating disclaimer.,Can_You_Have_a_Performance_and_Caring_Company_Culture,248,7,7,7,9,3.0,True,"Michelle Falcon is an entrepreneur, author, keynote speaker, and has been featured on businessinsider.com.",0,3,2,0.950000
business|Entities_and_structures_-_what_is_right_for_you|5|5|93eb3658901d8386,business,Entities_and_structures_-_what_is_right_for_you,5,5,SPEAKER_00,Family members entering the business should do so under formal governance structures.,Special_Edition__Zero_Food_Waste,221,0,0,0,0,0.0,False,,,,,
religion|Episode_1_Rebekah_Slocum|22|0|762ab33d0086f356,religion,Episode_1_Rebekah_Slocum,22,0,SPEAKER_00,The listener has personal experience with extreme danger or fear.,Journey_of_the_Soul__Anchors_of_the_Heart___Len_B._Novilla___Feb_2011,24,0,0,0,0,0.0,False,,,,,
religion|Unser_Bund_der_Heilung___Our_Covenant_of_Healing|560|0|68cf2b37bf88b07b,religion,Unser_Bund_der_Heilung___Our_Covenant_of_Healing,560,0,SPEAKER_01,The Bible contains authoritative information on moral or doctrinal matters.,Chapter_Twenty-One__Love_Wins,16,0,0,0,0,0.0,False,,,,,
religion|Reopening_Your_Church|15|0|a709efead39b0181,religion,Reopening_Your_Church,15,0,SPEAKER_00,Spiritual growth requires regular participation in communal worship.,God_and_Nature,23,0,0,0,0,0.0,False,,,,,
religion|2020_06_28_Sermon|335|2|4948448b3ac4121b,religion,2020_06_28_Sermon,335,2,SPEAKER_00,The speaker has authority or insight into the proper explanation of God's will.,Episode_37__Tessa-_Let_Happiness_Bloom,320,4,4,4,9,5.0,True,Tessa has valuable insights into choosing happiness.,0,8,2,0.950000
religion|Mosiah_29_-_Alma_4|41|1|a67741c2d650b601,religion,Mosiah_29_-_Alma_4,41,1,SPEAKER_01,"The speaker views scripture, particularly Alma chapter one, as trustworthy evidence for understanding historical church dynamics.",Inner_Healing_Isnt_Enough__Ep._98,30,0,0,0,0,0.0,False,,,,,
business|Marie-Josee_Privyk_-_ESG_Advocate_and_Analyst|23|0|8d6ff44a252972cf,business,Marie-Josee_Privyk_-_ESG_Advocate_and_Analyst,23,0,SPEAKER_01,The credibility of sustainability claims depends on transparency and consistency over time.,Caroline_Heldman__Politics_and_Gender_in_the_Age_of_the_Pandemic,167,2,2,2,1,1.0,False,The speaker has not had time to read classics over the past ten years.,21,9,2,0.950000
business|Lumina_Gold__LUM__-_Largest_Gold_Deposit_in_Ecuador|27|0|77b9e707fe6b286d,business,Lumina_Gold__LUM__-_Largest_Gold_Deposit_in_Ecuador,27,0,SPEAKER_01,The listener will recognize 'our deck' as a shared reference point containing relevant data.,The_Courage_to_Trust_Yourself_More_with_Lisa_Carpenter,210,0,0,0,0,0.0,False,,,,,
commentary|46__Make_the_Road__Lalo_Montoya|0|5|71ce64952a9aee00,commentary,46__Make_the_Road__Lalo_Montoya,0,5,SPEAKER_01,Viewers will trust the cited statistics about billionaire wealth growth without requiring independent verification.,Quick_Hits__Antifa_as_a_terrorist_organisation,18,0,0,0,0,0.0,False,,,,,
business|226_-_The_Biology_and_Branding_of_Sharks|42|3|a77fd328c6577c30,business,226_-_The_Biology_and_Branding_of_Sharks,42,3,SPEAKER_01,It is reasonable to infer that the speaker expects the listener to have relevant personal experience or observations.,Does_Your_Business_Need_a_Blog____Ep.__12,225,1,1,1,1,1.0,False,Blogging is a marketing tactic that can scale with the speaker’s personal and professional growth.,25,5,2,0.800000
sports|ESPN_Radio_s_Dan_Graca_and_Greg_Buttle_Talk_Jets__5_22_2|4|9|def2e61fe38a5e0e,sports,ESPN_Radio_s_Dan_Graca_and_Greg_Buttle_Talk_Jets__5_22_2,4,9,SPEAKER_00,The Jets’ organizational credibility improves when they execute complex trades and multi-pick strategies.,NFL_schedules,656,0,0,0,0,0.0,False,,,,,
business|Remy_Briand__The_ESG_evolution_at_MSCI__and_performance_amid_the_pandemic|0|0|d68e49e14f06f48c,business,Remy_Briand__The_ESG_evolution_at_MSCI__and_performance_amid_the_pandemic,0,0,SPEAKER_00,Better financial returns from sustainable funds validate the legitimacy of ESG investing.,Making_use_of_short_term_business_resilience_opportunities_cashflow__feed_sell_agist__markets_and_season_with_Hamish_Dickson,149,2,2,2,1,1.0,False,"Historically, maintaining high production during tough times has led to better financial outcomes.",5,2,2,0.950000
business|Cloud_Creative_Collection_-_Write_Label_CEO_Gideon_Stein|0|4|27a43d74d51f4523,business,Cloud_Creative_Collection_-_Write_Label_CEO_Gideon_Stein,0,4,SPEAKER_01,There is trust in technology-driven solutions for scaling creative processes without sacrificing quality.,13__HSCMs_Michael_Millette_on_the_ILS_market__investment_opportunities_and_Covid-19_losses__Part_II,127,1,1,1,1,1.0,False,There exist public-private solutions related to pandemic risk.,10,0,2,0.950000
business|That_Account-Based_Marketing_Episode|14|7|6e70a4ac52816d6e,business,That_Account-Based_Marketing_Episode,14,7,SPEAKER_00,Engagement timing is a critical factor in successful account-based initiatives.,together_podcast_series_5,120,0,0,0,0,0.0,False,,,,,
business|Understanding_Grief_And_Loss_-_Episode_3|25|9|fd5cc08edf9d7c16,business,Understanding_Grief_And_Loss_-_Episode_3,25,9,SPEAKER_00,Mental health care should prioritize compassion over performance expectations.,Andrew_Sheets__Is_This_Recession_Actually..._Normal,11,0,0,0,0,0.0,False,,,,,
political|49018|3|4|3aaabaf8a377d11d,political,49018,3,4,SPEAKER_00,Deep dives into specialized topics are more feasible and valuable in the Senate than in the House due to institutional structure.,76991,144,2,2,2,1,1.0,False,There is a growing need for more physicians due to population growth.,8,2,2,0.950000
political|94278|17|4|31f5f8de20ab9335,political,94278,17,4,SPEAKER_01,The speaker assumes that 'something unforeseen' would be dramatic enough to alter the outcome.,65076,48,0,0,0,0,0.0,False,,,,,
political|77933|5|9|f5521987df966337,political,77933,5,9,SPEAKER_01,Audience familiarity with 'free thought' enhances its viability as a collective identifier.,70874,529,0,0,0,0,0.0,False,,,,,
political|77713|3|6|0622d1ca42c74f55,political,77713,3,6,SPEAKER_00,Accreditation standards are a foundational step toward improving law enforcement effectiveness.,72687,158,1,1,1,1,1.0,False,This development is one step among many toward improving agricultural pricing transparency.,5,4,3,0.950000
business|GPTV_Carnegie_Report_Ep._39_-_Auctions___opens_are_back|25|3|0ab7985a5dbef5a5,business,GPTV_Carnegie_Report_Ep._39_-_Auctions___opens_are_back,25,3,SPEAKER_00,Popularity among two-bedroom villas correlates with long-term value appreciation.,77_Green_Building_with_Tommy_Linstroth,280,4,4,4,1,1.0,False,Companies that optimize operations while benefiting the environment will achieve long-term success.,7,6,2,0.950000
sports|Episode_006__Hassan_Azad|9|4|37c3e8bcf9cb447d,sports,Episode_006__Hassan_Azad,9,4,SPEAKER_00,Competing against more experienced players accelerates skill acquisition and maturity.,Catchup_With_Derek_Ure_-_East_Stirlingshire,199,1,1,1,1,1.0,False,"In the past, players have experienced similar feelings of drawing after strong performance.",15,5,2,0.800000
political|66275|10|1|da83d2789c5abeb4,political,66275,10,1,SPEAKER_00,Colleagues in legislative settings often perceive queer members as authoritative voices on LGBTQ+ issues.,92871,96,0,0,0,0,0.0,False,,,,,
religion|Ep._251_-_Mt._Enon_MBC_Bible_Study|10|6|707ad9b3b5dfd7ae,religion,Ep._251_-_Mt._Enon_MBC_Bible_Study,10,6,SPEAKER_01,"Faith involves trusting God more than oneself, especially in uncertainty.",St._Pauls_Gospel__Fri,27,0,0,0,0,0.0,False,,,,,
political|75286|25|4|f88d5528d9fc9758,political,75286,25,4,SPEAKER_01,The speaker values personal involvement in official processes like confirmations.,71775,167,1,1,1,1,1.0,False,"The current speaker takes no personal credit for creating Jobs, Ohio.",23,2,2,0.800000
commentary|Aeternam___Al_Qassam___2020__Review_2|20|2|92721cf0a9f81725,commentary,Aeternam___Al_Qassam___2020__Review_2,20,2,SPEAKER_01,The speaker believes the listener will respond meaningfully to questions about song preference.,Episode_101_will_politicians_let_COVID-19_kill_the_arts_2,270,6,6,6,3,1.3333333333333333,False,The speaker believes that nothing new has occurred recently.,1,3,2,0.700000
business|Episode_16___Trending_Payment_Data___Insights_During_COVID-19|11|1|f1b9fb76be7ad21b,business,Episode_16___Trending_Payment_Data___Insights_During_COVID-19,11,1,SPEAKER_00,Burnout is a credible and significant risk in remote work environments without intentional boundaries.,Wednesday__6_24__The_Chit-Chat,18,0,0,0,0,0.0,False,,,,,
political|94313|77|1|3881bcbd34481025,political,94313,77,1,SPEAKER_00,The speaker expects the listener to recognize 'Nevada' as relevant within the current conversational context.,92376,88,2,2,2,1,1.0,False,The speaker wants the listener to reflect on the end of the Afghanistan conflict and future decision-making processes.,6,7,2,0.950000
business|Weighing_In_On_The_Stock_Market_2020|8|8|1bf48b40eceb7e05,business,Weighing_In_On_The_Stock_Market_2020,8,8,SPEAKER_00,There is a shared understanding among listeners about what constitutes a 'sharp' drop or rise.,Episode_102-_Matt_Rosen_of_Splinterlands.io,188,2,2,2,1,1.0,False,I hope Matt will educate my listeners about the Steemit and Hive platforms.,2,5,2,0.950000
business|353._George_Floyd|32|0|9fbdc152423338a3,business,353._George_Floyd,32,0,SPEAKER_01,There exists a system capable of protection.,What_We_ve_Learned_Halfway_Through_2020,325,2,2,2,1,1.0,False,There exists at least one person (your buddy) who adapts to survive.,8,4,2,0.800000
business|Ep_56__interview_with_Ishma_Qadir|8|0|5179ea5dbd3cb701,business,Ep_56__interview_with_Ishma_Qadir,8,0,SPEAKER_00,The speaker believes the previous claim was absurd or false.,How_do_you_staff_your_company_in_tough_times__Ask_Leigh_Anne_Lankford_of_TrainingPros___Cash_Flow,169,0,0,0,0,0.0,False,,,,,
business|The_Business_Of_Sport_Podcast_-_Insights_From_The_Football_Industry_-_Robin_Russell|28|2|c5155e7512df7745,business,The_Business_Of_Sport_Podcast_-_Insights_From_The_Football_Industry_-_Robin_Russell,28,2,SPEAKER_01,The success of a book like 'The Prosperity Paradox' implies broader societal relevance and potential for market growth.,Are_light-bulbs_listening_to_you__Facebook_s_new_email_marketing__and_the__Lock-down_Whopper,139,0,0,0,0,0.0,False,,,,,
business|Uncovering_Powerful_Leadership_Capabilities_From_Within_-_Nigel_Stevens_-_Organic_Growth_Marketing|17|4|102b837c76dda4be,business,Uncovering_Powerful_Leadership_Capabilities_From_Within_-_Nigel_Stevens_-_Organic_Growth_Marketing,17,4,SPEAKER_00,Non-standard business practices can build trust and credibility.,Communication_Superpowers,311,2,2,2,5,4.0,False,Starting with topics the individual is very comfortable with can help build confidence gradually.,47,6,2,0.800000
business|Trimming_Expenses_and_Pivoting_-_Fat_Stacks_Blog_-_Jon_Dykstra_-_DS143|11|3|820e35da062d8707,business,Trimming_Expenses_and_Pivoting_-_Fat_Stacks_Blog_-_Jon_Dykstra_-_DS143,11,3,SPEAKER_00,"The speaker believes that past failure to engage deeply with Pinterest was due to lack of clarity, not lack of value.",The_Facebook_Video_Ad_Strategy_I_Use_to_Earn_Massive_Revenue_for_Brands,14,0,0,0,0,0.0,False,,,,,
business|HOW_TO_STAY_SHARP_IN_LOCKDOWN...2K20|27|1|a56ead18a4945654,business,HOW_TO_STAY_SHARP_IN_LOCKDOWN...2K20,27,1,SPEAKER_01,The speaker believes that labeling does not affect the underlying reality of the thing being named.,Transferable_Skills__Med_Sales_to_Tech_Sales,238,2,2,2,3,2.0,False,The speaker does not have a medical degree or physician status.,17,0,3,0.700000
political|46803|11|0|ab57246bab57dac3,political,46803,11,0,SPEAKER_01,True education should prepare individuals for real-world productivity and civic engagement.,51125,118,0,0,0,0,0.0,False,,,,,
religion|1_Timothy_3_1-7|19|1|115804f31165daee,religion,1_Timothy_3_1-7,19,1,SPEAKER_01,Pastoral eligibility should consider personal life circumstances rather than rigid moral judgments.,Tithing_Is_It_For_Today,31,1,1,1,1,1.0,False,Free will offerings were distinct from tithes and were motivated by heartfelt generosity rather than legal obligation.,2,9,2,0.800000
business|Manic_Memoirs_with_Kasey_Woods|30|2|119506d3e633b6b9,business,Manic_Memoirs_with_Kasey_Woods,30,2,SPEAKER_01,The speaker values empathy and seeks to understand the listener's emotional or situational state.,S01E06_Take_5_McCartan_Lettings_-_learning_in_lockdown_with_Hannah_McCartan,95,1,1,1,3,3.0,False,The speaker had a positive experience interacting with the listener.,17,2,2,0.700000
business|Getting_Creative_With_Your_Services_With_Lauren_Golden|19|6|09b0cd08a331a337,business,Getting_Creative_With_Your_Services_With_Lauren_Golden,19,6,SPEAKER_01,Social media interactions can organically generate professional opportunities through trust and visibility.,How_Does_the_Private_Business_Manage_Its_Message,233,2,2,2,5,5.0,False,"Communication occurs both in physical (analog) and digital spaces, especially via social media.",7,1,2,0.800000
business|The_Spy_s_Son_Who_Became_Superman_s_Enemy_with_Ralph_Lister|10|2|339545afaf1ce8e0,business,The_Spy_s_Son_Who_Became_Superman_s_Enemy_with_Ralph_Lister,10,2,SPEAKER_00,There exists a correct or adequate answer to the question.,Ep._6__Project_Management___Investment_Planning_in_Asset_Management_with_Chris_Klos_of_the_City_of_Winnipeg,223,1,1,1,5,5.0,False,My answer to that question remains valid over time.,24,4,2,0.800000
religion|05.10.20_-_Premillennialism_-_part_2|2|5|c88770ad79ed4fcd,religion,05.10.20_-_Premillennialism_-_part_2,2,5,SPEAKER_01,John the Baptist’s identity as Elias is widely accepted among early Christian interpreters.,Armor_Up__Matthew_Balentine,25,0,0,0,0,0.0,False,,,,,
political|45566|58|2|51e4a834caa69a4b,political,45566,58,2,SPEAKER_01,The existence of a consistent policy over time reflects credibility and integrity.,51085,329,1,1,1,3,3.0,False,The gap between stated policy ideals and real-world execution has grown increasingly absurd over time.,38,3,3,0.700000
business|Sales2020_Show026_-_Sales_Funnel___Automation_Pt_I|0|8|8fe0c0a81a6f989f,business,Sales2020_Show026_-_Sales_Funnel___Automation_Pt_I,0,8,SPEAKER_01,The concept of a sales funnel is widely applicable and understandable in business contexts.,The_Financial_Times_Jamil_Anderlini__The_geopolitics_shaping_NZs_future_trade,199,0,0,0,0,0.0,False,,,,,
business|Ticketing_and_IT_at_G2_With_Garrett_Cook|8|0|52d5c5257a332cbb,business,Ticketing_and_IT_at_G2_With_Garrett_Cook,8,0,SPEAKER_00,A positive emotional state in one's professional life reflects well on one's work experience.,Episode_7_-_Martin_Slowey_-_understanding_social_media_for_the_small_to_medium_size_B2B_business__the_rich_is_in_the_niche__building_the_right_relationships_and,277,2,2,2,5,4.0,False,Jeff Blunt's work on Sales EQ and emotional intelligence is part of my current focus.,39,4,2,0.750000
political|90371|5|1|4fab9f2423efca70,political,90371,5,1,SPEAKER_00,The audience understands references to 'Robin Hood men and tights' as a humorous way to refer to the film.,77445,107,0,0,0,0,0.0,False,,,,,
political|72748|8|3|a3298f0567efc127,political,72748,8,3,SPEAKER_00,Accepting a trade deal requires some level of agreement on key terms like dairy.,92599,265,0,0,0,0,0.0,False,,,,,
business|Elevating_EMPATHY_in_our_CULTURE__Brandon_Farbstein|28|4|35076fd44f153996,business,Elevating_EMPATHY_in_our_CULTURE__Brandon_Farbstein,28,4,SPEAKER_00,The speaker trusts their own judgment about Brandon’s potential.,S2_E453__Encore_Episode_-_You_SHOULD_sweat_the_small_stuff,29,0,0,0,0,0.0,False,,,,,
business|Episode_47__Jenkins_Software_Delivery_Automation_and_Management_with_Tracy_Miranda__Director_of_Open_Source_Community_CloudBees|6|2|a8c1ff48e4d1feeb,business,Episode_47__Jenkins_Software_Delivery_Automation_and_Management_with_Tracy_Miranda__Director_of_Open_Source_Community_CloudBees,6,2,SPEAKER_01,The speaker believes that identifying top revenue-generating products and high-potential growth projects is valuable information.,Communication__How_to_Connect_with_Anyone_with_Gill_Hasson,338,1,1,1,1,1.0,False,The speaker shares information about 'leakage' as a concept.,29,2,2,0.850000
